rank,slack_ns,required_time_ns,data_path_delay_ns,logic_delay_ns,route_delay_ns,route_ratio,logic_levels,startpoint,endpoint,path_class,main_cells
1,0.326,5.000,4.700,2.246,2.454,0.522,7,"gen_lane[0].i_p2_pop_slice/popcount_part_q_o_reg[0][0]/C","group_dist_q_reg[8]/D","P2 popcount capture","CARRY4=4;FDCE=2;LUT3=2;LUT5=1"
13,0.414,5.000,4.583,1.210,3.373,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][34]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
14,0.414,5.000,4.583,1.210,3.373,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][47]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
15,0.414,5.000,4.583,1.210,3.373,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][48]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
16,0.414,5.000,4.583,1.210,3.373,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][49]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
17,0.414,5.000,4.583,1.210,3.373,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][50]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
18,0.414,5.000,4.583,1.210,3.373,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][55]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
19,0.414,5.000,4.583,1.210,3.373,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][59]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
20,0.414,5.000,4.583,1.210,3.373,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][63]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
21,0.414,5.000,4.583,1.210,3.373,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][32]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
22,0.414,5.000,4.583,1.210,3.373,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][33]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
23,0.414,5.000,4.583,1.210,3.373,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][34]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
24,0.414,5.000,4.583,1.210,3.373,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][48]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
25,0.414,5.000,4.583,1.210,3.373,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][49]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
26,0.414,5.000,4.583,1.210,3.373,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][50]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
27,0.414,5.000,4.583,1.210,3.373,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][32]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
28,0.414,5.000,4.583,1.210,3.373,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][33]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
29,0.414,5.000,4.583,1.210,3.373,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][34]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
30,0.414,5.000,4.583,1.210,3.373,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][43]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
31,0.414,5.000,4.583,1.210,3.373,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][47]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
32,0.414,5.000,4.583,1.210,3.373,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][48]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
33,0.414,5.000,4.583,1.210,3.373,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][49]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
34,0.414,5.000,4.583,1.210,3.373,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][50]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
35,0.414,5.000,4.583,1.210,3.373,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][55]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
36,0.414,5.000,4.583,1.210,3.373,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][59]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
37,0.414,5.000,4.583,1.210,3.373,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][63]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
38,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][35]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
39,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][36]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
40,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][37]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
41,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][38]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
42,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][40]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
43,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][41]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
44,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][42]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
45,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][45]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
46,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][46]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
47,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][51]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
48,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][52]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
49,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][53]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
50,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][54]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
51,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][56]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
52,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][57]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
53,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][58]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
54,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][60]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
55,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][61]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
56,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][62]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
57,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][35]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
58,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][36]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
59,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][37]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
60,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][38]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
61,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][41]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
62,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][42]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
63,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][44]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
64,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][45]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
65,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][46]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
66,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][51]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
67,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][52]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
68,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][53]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
69,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][54]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
70,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][56]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
71,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][57]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
72,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][58]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
73,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][60]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
74,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][61]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
75,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][62]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
76,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][35]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
77,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][36]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
78,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][37]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
79,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][38]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
80,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][40]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
81,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][41]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
82,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][42]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
83,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][45]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
84,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][46]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
85,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][51]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
86,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][52]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
87,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][53]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
88,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][54]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
89,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][55]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
90,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][56]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
91,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][57]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
92,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][58]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
93,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][59]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
94,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][60]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
95,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][61]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
96,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][62]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
97,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][35]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
98,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][36]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
99,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][37]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
100,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][38]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
101,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][41]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
102,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][42]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
103,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][44]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
104,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][45]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
105,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][46]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
106,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][51]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
107,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][52]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
108,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][53]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
109,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][54]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
110,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][56]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
111,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][57]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
112,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][58]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
113,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][60]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
114,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][61]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
115,0.415,5.000,4.582,1.210,3.372,0.736,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][62]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
116,0.426,5.000,4.600,2.146,2.454,0.533,6,"gen_lane[0].i_p2_pop_slice/popcount_part_q_o_reg[0][0]/C","group_dist_q_reg[7]/D","P2 popcount capture","CARRY4=3;FDCE=2;LUT3=2;LUT5=1"
117,0.426,5.000,4.571,1.210,3.361,0.735,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][24]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
118,0.426,5.000,4.571,1.210,3.361,0.735,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][28]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
119,0.426,5.000,4.571,1.210,3.361,0.735,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][24]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
120,0.426,5.000,4.571,1.210,3.361,0.735,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][28]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
121,0.426,5.000,4.571,1.210,3.361,0.735,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][24]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
122,0.426,5.000,4.571,1.210,3.361,0.735,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[2][28]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
123,0.426,5.000,4.571,1.210,3.361,0.735,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[3][24]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
124,0.433,5.000,4.564,1.210,3.354,0.735,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][0]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
125,0.433,5.000,4.564,1.210,3.354,0.735,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][16]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
126,0.433,5.000,4.564,1.210,3.354,0.735,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][17]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
127,0.433,5.000,4.564,1.210,3.354,0.735,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][18]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
128,0.433,5.000,4.564,1.210,3.354,0.735,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][1]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
129,0.433,5.000,4.564,1.210,3.354,0.735,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][23]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
130,0.433,5.000,4.564,1.210,3.354,0.735,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][27]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
131,0.433,5.000,4.564,1.210,3.354,0.735,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][2]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
132,0.433,5.000,4.564,1.210,3.354,0.735,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[0][31]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
133,0.433,5.000,4.564,1.210,3.354,0.735,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][0]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
134,0.433,5.000,4.564,1.210,3.354,0.735,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][15]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
135,0.433,5.000,4.564,1.210,3.354,0.735,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][16]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
136,0.433,5.000,4.564,1.210,3.354,0.735,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][17]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
137,0.433,5.000,4.564,1.210,3.354,0.735,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][18]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
138,0.433,5.000,4.564,1.210,3.354,0.735,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][1]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
139,0.433,5.000,4.564,1.210,3.354,0.735,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][23]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
140,0.433,5.000,4.564,1.210,3.354,0.735,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][27]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
141,0.433,5.000,4.564,1.210,3.354,0.735,6,"FSM_onehot_st_q_reg[1]/C","lane_result_q_reg[1][2]/D","P2 lane result capture","FDCE=2;LUT3=2;LUT6=4"
